"species","id","genus","family","min.lat","max.lat","med.lat","n","gc.dist","area","mean.size","mean.corallite.size","growth_Veron","depth.lower","depth.upper","IUCN","loc.abundance","clarity.pref","exposure.pref","range.size.Veron","ocean","growth","origin","growth.rate","symbio","clade","larval","strategy"
"Leptoseris scabra",911,"Leptoseris","Agariciidae",-55.533333,28.42388,-14.658335,242,19899.020449483,104777683.447583,NA,6.3,"digitate",81,14,"LC","uncommon","clear","protected",46534988.68,"pacific","colonial",0.919237434258146,NA,"z",NA,"",""
"Leptoseris solida",912,"Leptoseris","Agariciidae",-27.6,11.6990003585815,-11.28248095,26,18088.8462331415,46846212.4367645,NA,3.8,"digitate",50,35,"LC","uncommon","clear","protected",32822328.18,"pacific","colonial",0.836194477495505,NA,"z",NA,"",""
"Leptoseris striata",913,"Leptoseris","Agariciidae",-17.1666,10,-14.0500001903675,8,3080.71151464521,2864823.33576224,7.5,4,"encrusting",103,NA,"NT","rare","clear","protected",6847881.718,"pacific","colonial",0.753980480348514,NA,"z",NA,"",""
"Leptoseris tenuis",914,"Leptoseris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"z",NA,"",""
"Leptoseris tubulifera",915,"Leptoseris","Agariciidae",-21.1,21.9304046630859,-8.5,27,18056.3839646822,22402324.4945344,NA,2.5,"encrusting",67.5,39.5,"LC","uncommon","clear","protected",12521926.68,"pacific","colonial",1.76727565285314,NA,"z",NA,"",""
"Leptoseris yabei",916,"Leptoseris","Agariciidae",-28.6350002288818,13.5251,-16.61,183,14745.4392933817,52543147.0128027,100,3.7,"laminar",62,13,"VU","uncommon","clear","protected",29326651.9,"pacific","colonial",0.804436376811288,NA,"z","C","",""
"Letepsammia fissilis",917,"Letepsammia","Micrabaciidae",-37.65000153,-17.5763,-34.5683498358448,48,6211.411065933,4922576.76135335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.27456347318597,NA,"az",NA,"",""
"Letepsammia formosissima",918,"Letepsammia","Micrabaciidae",-41.04999924,33.4000015258789,-5.48165000953674,402,18877.6899525717,73237848.9667972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.29756756479929,NA,"az",NA,"brooder",""
"Letepsammia franki",919,"Letepsammia","Micrabaciidae",-29.7999992370605,-12.5200004577637,-17.8799991607666,62,14802.3425597192,13126035.228452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.28662477438909,NA,"az",NA,"",""
"Letepsammia superstes",920,"Letepsammia","Micrabaciidae",-33.04999924,13.6800003051758,-7.98999977111816,65,8181.586884554,22356777.7148527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.28008573850494,NA,"az",NA,"",""
"Lithophyllon concinna",731,"Lithophyllon","Fungiidae",-23.38330078125,16.4393333333,-15.6464166645996,376,18505.7937826291,58419857.4774131,16,160,"massive",50,1,"LC","common","clear","protected",41434460.94,"pacific","solitary",1.52677737318908,NA,"z",NA,"spawner",""
"Lithophyllon ranjithi",923,"Lithophyllon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,"EN","uncommon","clear","protected",NA,"pacific",NA,1.6753662487231,NA,"z",NA,"",""
"Lithophyllon repanda",749,"Lithophyllon","Fungiidae",-35.0499992370605,21.833334,-14.31900023,288,19125.1965354703,77579229.27172,30,150,"massive",35,1,"LC","common","clear","protected",38974281.87,"pacific","solitary",1.52677737318908,NA,"z","C","spawner",""
"Lithophyllon scabra",750,"Lithophyllon","Fungiidae",-21.737,20.9699993133545,-10.64248095,76,12627.9410247765,49937788.2645613,NA,78,"massive",24,1,"LC","common","clear","protected",21421862.17,"pacific","solitary",0.936673431161788,NA,"z",NA,"",""
"Lithophyllon spinifer",756,"Lithophyllon","Fungiidae",-9.09773,13.5816698074341,-5.15999984741211,26,6356.68080435834,9509625.27930306,12.5,118,"massive",40,18,"LC","common","clear","broad",12276823.98,"pacific","solitary",2.77163447652546,NA,"z",NA,"",""
"Lithophyllon undulatum",921,"Lithophyllon","Fungiidae",-22.475,38.0299987792969,-8.365637,58,7155.10621854356,23437155.2678072,50,5.1,"encrusting",20,1,"NT","uncommon","clear","broad",17126402.28,"pacific","colonial",0.410005208185797,NA,"z","C","",""
"Lobactis scutaria",752,"Lobactis","Fungiidae",-55.533333,28.4320507049561,-6.3102085,402,19125.1965361633,99594709.2602113,17,169,"massive",40,15,"LC","common","clear","exposed",44276041.95,"pacific","solitary",10.0802896169379,9.3,"z","C","spawner",""
"Lobophyllia corymbosa",925,"Lobophyllia","Lobophylliidae",-55.533333,28.58,-17.0919990539551,443,17602.4441905327,105607319.450139,125,47.5,"encrusting",37.5,3.5,"LC","common","clear","exposed",39734413.76,"pacific","colonial",20.5573369385419,NA,"z","C","","stress-tolerant"
"Lobophyllia costata",926,"Lobophyllia","Lobophylliidae",-17.68000031,32.5,11.4243049621582,30,17478.4955798093,45748163.1014012,NA,NA,NA,35,15,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"z",NA,"",""
"Lobophyllia dentata",927,"Lobophyllia",NA,NA,NA,NA,NA,NA,NA,200,32.6,"encrusting",10,2,"VU","uncommon","clear","exposed",13200118.15,"pacific","colonial",0.948410443987163,NA,"z",NA,"",""
"Lobophyllia diminuta",928,"Lobophyllia","Lobophylliidae",-23.38330078125,10,-14.475,7,12031.3378635935,28035658.6519961,NA,42.5,"encrusting",10,1,"VU","uncommon","clear","broad",11998003.53,"pacific","colonial",0.35867920473279,NA,"z",NA,"",""
"Lobophyllia flabelliformis",929,"Lobophyllia","Lobophylliidae",-21.1,11.5,-12.13,35,12199.9225776689,30648332.5911015,200,59.5,"massive",30,3,"VU","uncommon","clear","broad",11829035.35,"pacific","colonial",0.936618883563185,NA,"z",NA,"",""
"Lobophyllia hataii",930,"Lobophyllia","Lobophylliidae",-28.7299995422363,13.44966667,-14.6250001907349,208,12316.0247083584,49553703.0070021,NA,30,"massive",30,1.5,"LC","common","clear","protected",31285330.56,"pacific","colonial",0.35867920473279,NA,"z",NA,"",""
"Lobophyllia hemprichii",931,"Lobophyllia","Lobophylliidae",-55.533333,33.7799987792969,-16.65383339,759,19320.7856125351,104841177.683366,500,26.8,"encrusting",36.6666666666667,0.666666666666667,"LC","common","clear","exposed",43317471.76,"pacific","colonial",0.849120426867191,NA,"z","C","spawner",""
"Lobophyllia pachysepta",932,"Lobophyllia","Lobophylliidae",-23.47,12.2246666667,-18.7707836532593,276,13054.8747319601,34398376.9431487,50,32.6,"encrusting",30,3,"NT","uncommon","clear","protected",14764376.57,"pacific","colonial",0.858562626910913,NA,"z",NA,"spawner","stress-tolerant"
"Lobophyllia robusta",933,"Lobophyllia","Lobophylliidae",-23.43333,35.0800018310547,-16.51519966,123,13789.9682596011,68216700.5477631,NA,47.5,"massive",40,2,"LC","common","both","broad",23293667.16,"pacific","colonial",0.964078026673318,NA,"z","C","",""
"Lobophyllia serrata",934,"Lobophyllia","Lobophylliidae",-16.52584,-14.475,-15.50042,2,2456.59243039236,0,200,40.2,"massive",15,4,"EN","rare","clear","protected",9098337.705,"pacific","colonial",0.902363756284372,NA,"z",NA,"",""
"Lochmaeotrochus gardineri",935,"Lochmaeotrochus","Caryophylliidae",-20.55,-11.77999973,-17.9,39,1658.54581387217,1233311.14480058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.411933425531581,NA,"az",NA,"",""
"Lochmaeotrochus oculeus",936,"Lochmaeotrochus","Caryophylliidae",-21.5201892852783,21.7017,-5.48000001907349,49,4827.47177793728,4704032.5135032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.411933425531581,NA,"az",NA,"",""
"Lophelia pertusa",937,"Lophelia","Caryophylliidae",-51,72.42367,38.1199989318848,3603,19816.7326604558,304813831.728339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,33.6317453336351,12.7,"az",NA,"spawner",""
"Madracis asanoi",938,"Madracis","Astrocoeniidae",7.2,13.9499998092651,13.2399997711182,7,1734.14584864109,43434.7981148582,NA,2.5,"branching_closed",183,50,"DD","common","clear","protected",583752.7454,"pacific","colonial",0.622994684391171,NA,"ap",NA,"",""
"Madracis asperula",939,"Madracis","Astrocoeniidae",-56.336669921875,32.7400016784668,20.8333301544189,255,11365.5954468854,42302183.6304509,NA,2.1,"branching_closed",64,2,"DD","uncommon","clear","protected",8239586.702,"atlantic","colonial",0.622994684391171,16.22,"az",NA,"",""
"Madracis auretenra",940,"Madracis","Astrocoeniidae",9.56204986572266,32.3696327209473,18.157133102417,79,4234.20615592314,6944284.08661196,NA,NA,NA,50,2,"LC","common","clear","broad",NA,NA,NA,1.52159522019503,NA,"z",NA,"",""
"Madracis brueggemanni",941,"Madracis","Astrocoeniidae",-22.007,30.2504348754883,25.2800006866455,97,8681.72812636877,10917222.1435344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,2.43411491006796,NA,"az",NA,"",""
"Madracis carmabi",942,"Madracis","Astrocoeniidae",12.1300001144409,12.1300001144409,12.1300001144409,1,0,0,NA,NA,NA,40,20,"DD","uncommon","clear","protected",NA,NA,NA,4.9571151660222,NA,"z","B","",""
"Madracis decactis",943,"Madracis","Astrocoeniidae",-23.967,32.3376312255859,17.4634990692139,343,11461.3028901086,86744890.7461872,9,2.2,"digitate",84,3,"LC","common","turbid","broad",5919754.935,"atlantic","colonial",0.609588672802197,NA,"z","B","","weedy"
"Madracis formosa",944,"Madracis","Astrocoeniidae",10.1642932891846,27.98333,24.7800006866455,38,3895.68758326211,3383053.79107201,10.23,1.6,"columnar",35,15,"LC","uncommon","clear","protected",3797767.932,"atlantic","colonial",6.88667262219681,NA,"z","B","brooder","weedy"
"Madracis hellana",945,"Madracis","Astrocoeniidae",-21,32.3600006103516,-6.48999977105908,4,15037.8105516477,17383935.7128514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,3.16731986117137,NA,"az",NA,"",""
"Madracis interjecta",946,"Madracis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"az",NA,"",""
"Madracis kauaiensis",947,"Madracis","Pocilloporidae",-29.27000046,28.91255,-14.225,133,6477.63341171471,38851441.2303563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.31235012989924,NA,"az",NA,"",""
"Madracis kirbyi",948,"Madracis","Astrocoeniidae",-21.1,11.5,-12.860351665,46,13462.5036317655,41246568.5558102,125,2.6,"columnar",37.5,2,"LC","uncommon","turbid","broad",30365525,"pacific","colonial",0.609588672802197,NA,"z",NA,"",""
"Madracis mirabilis",949,"Madracis",NA,NA,NA,NA,NA,NA,NA,14.66,1.5,"branching_closed",NA,NA,NA,"common","clear","broad",3902335.178,"atlantic","colonial",NA,22,"z","B","brooder",""
"Madracis myriaster",950,"Madracis","Astrocoeniidae",-31.2956,33.810001373291,20.9299993515015,328,17291.5357981516,74833067.9218543,NA,1.7,NA,1220,37,NA,NA,"turbid","broad",NA,"atlantic",NA,2.70015705041519,NA,"az",NA,"",""
"Madracis pharensis",951,"Madracis","Astrocoeniidae",-21.8,40.06305556,20.0679168701172,130,19337.0660297854,105563624.870396,NA,2.1,"digitate",97,12.5,"LC","common","clear","protected",5344528.923,"atlantic","colonial",1.5058058307947,NA,"ap","B","brooder","weedy"
"Madracis profunda",952,"Madracis","Astrocoeniidae",30.0866666667,39.5400009155273,30.1100006103516,7,1515.4873062714,645983.135433184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,2.63754547351461,NA,"az",NA,"",""
"Madracis senaria",953,"Madracis","Astrocoeniidae",8.67718505859375,17.1499996185303,9.4207391740923,4,958.647458505157,94807.0795759323,NA,1.8,"encrusting",30,12,"LC","common","clear","protected",3559368.782,"atlantic","colonial",14.6777259205757,NA,"z","B","brooder",""
"Madracis singularis",954,"Madracis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"az",NA,"",""
"Madrepora arbuscula",955,"Madrepora","Oculinidae",-18.67000008,31.3999996185303,-4.550000191,41,5829.67737426435,8619702.92581555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.5387366138692,NA,"az",NA,"",""
"Madrepora carolina",956,"Madrepora","Oculinidae",0.930000007152557,33.9329986572266,26.5833,285,17997.654370855,29004581.0648725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,1.44114533957159,NA,"az",NA,"",""
"Madrepora kauaiensis",957,"Madrepora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"az",NA,"",""
"Madrepora minutiseptum",958,"Madrepora","Oculinidae",-14.2299995422363,28.08333333,-5.8400001525,38,7450.91123795315,6797671.32298854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.75674620751169,NA,"az",NA,"",""
"Madrepora oculata",959,"Madrepora","Oculinidae",-59.8166999816895,69.2300033569336,8.82721996303686,2012,20034.3626857248,315130958.46235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,1.5551209404873,NA,"az",NA,"spawner",""
"Madrepora porcellana",960,"Madrepora","Oculinidae",-20.33333333,-0.899999976158142,-15.133316665,118,7035.77585300332,7430867.71421514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.35340734730244,NA,"az",NA,"",""
"Manicina areolata",961,"Manicina","Mussidae",-34.1888999938965,34.7669982910156,18.32792,145,13744.1942752557,33944758.4473711,7.675,15.1,"massive",65,0.5,"LC","common","clear","broad",3876623.062,"atlantic","colonial",0.27451190177603,NA,"z","B","brooder","weedy"
"Meandrina braziliensis",962,"Meandrina",NA,NA,NA,NA,NA,NA,NA,NA,13.3,"massive",15,5,"DD","rare","clear","protected",5047706.253,"atlantic","colonial",2.83663021450853,NA,"z",NA,"",""
"Meandrina danae",963,"Meandrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,5,"LC","common",NA,NA,NA,NA,NA,2.83663021450853,NA,"z",NA,"",""
"Meandrina meandrites",964,"Meandrina","Meandrinidae",-17.9815006256104,32.3330001831055,18.9077777862549,296,7840.4755378517,14718126.4514998,16.3,13.5,"columnar",66.6666666666667,0.333333333333333,"LC","common","clear","broad",4115022.212,"atlantic","colonial",0.468509200680406,1.15125,"z","B","spawner","stress-tolerant"
"Merulina ampliata",965,"Merulina","Merulinidae",-28.8999996185303,32.6699981689453,-16.5151996606275,634,18661.8488951189,78444806.6326144,NA,6.2,"digitate",35,4.5,"LC","common","clear","broad",39544104.93,"pacific","colonial",0.316264544597483,22.494,"z","C","spawner","generalist"
"Merulina scabricula",966,"Merulina","Merulinidae",-22.5,10,-17.72500019,142,13555.8636258511,34602416.957254,NA,3.5,"digitate",40,1,"LC","common","clear","exposed",30127189.25,"pacific","colonial",0.729374770256899,NA,"z","C","",""
"Merulina scheeri",967,"Merulina",NA,NA,NA,NA,NA,NA,NA,30,8.2,"digitate",45,2,"LC","common","clear","broad",1251338.417,"pacific","colonial",0.316264544597483,NA,"z",NA,"",""
"Merulina triangularis",1120,"Merulina","Merulinidae",-22.26667,20.9699993133545,-16.0863342285156,33,6083.20628507353,12515890.7746876,266.666666666667,8.8,"branching_closed",20,3,"NT","uncommon","clear","protected",7309252.225,"pacific","colonial",0.934874755637964,NA,"z",NA,"spawner",""
"Micromussa amakusensis",968,"Micromussa","Lobophylliidae",-27.51833,32.33333,-11.746595835,46,12833.1540708964,57165537.5117099,NA,11.5,"encrusting",30,1,"NT","uncommon","clear","protected",26446019.34,"pacific","colonial",1.21025625892351,NA,"z",NA,"spawner",""
"Micromussa diminuta",969,"Micromussa",NA,NA,NA,NA,NA,NA,NA,30,4,"massive",15,3,"DD","uncommon","clear","broad",2932919.702,"pacific","colonial",0.476073362607231,NA,"z",NA,"",""
"Micromussa lordhowensis",9,"Micromussa","Lobophylliidae",-31.529,20.3376,-20.4251003265381,77,13462.5036317655,46244238.228693,NA,13.5,"massive",30,1,"NT","uncommon","clear","protected",23545448.12,"pacific","colonial",2.37689533334583,NA,"z",NA,"spawner",""
"Micromussa minuta",970,"Micromussa",NA,NA,NA,NA,NA,NA,NA,NA,6.4,"massive",30,1,"NT","uncommon","clear","broad",10828948.79,"pacific","colonial",0.476073362607231,NA,"z",NA,"",""
"Micromussa multipunctata",981,"Micromussa",NA,NA,NA,NA,NA,NA,NA,30,9.3,"encrusting",15,1,"VU","rare","turbid","protected",NA,"pacific","colonial",2.31846676655431,NA,"z",NA,"",""
"Monomyces pygmaea",971,"Monomyces","Flabellidae",30.4599990844727,43.75,37.5550003051758,26,3452.43227189659,2181456.46221249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,1.39865412652544,NA,"az",NA,"",""
"Monomyces rubrum",972,"Monomyces","Flabellidae",-61.425,21.1599998474121,-36.19670105,475,15208.9837903919,63928370.2796987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.39865412652544,NA,"az",NA,"brooder",""
"Montastraea cavernosa",975,"Montastraea","Montastraeidae",-20.951,32.3330001831055,18.4421,727,9101.69836950232,17330567.1973327,147.845,10,"encrusting",86,0.333333333333333,"LC","common","clear","broad",NA,"atlantic","colonial",57.7118491325885,9.41638888888889,"z","C","","stress-tolerant"
"Montigyra kenti",985,"Montigyra",NA,NA,NA,NA,NA,NA,NA,NA,32,"massive",NA,NA,"DD","rare","turbid","protected",704098.6939,"pacific","colonial",1.66023556823798,NA,"z",NA,"",""
"Montipora aequituberculata",986,"Montipora","Acroporidae",-31.547,13.2399997711182,-16.63733292,523,18047.4096107674,62700854.4760595,NA,0.9,"digitate",21,1,"LC","common","clear","broad",44109378.09,"pacific","colonial",0.890109813261532,NA,"z","C","spawner",""
"Montipora altasepta",987,"Montipora","Acroporidae",-10.26666,-1.5,-8.421755,6,3130.12188379279,1343054.52156435,NA,0.8,"branching_open",10,1,"VU","uncommon","clear","protected",15526800.91,"pacific","colonial",3.38115934779729,NA,"z",NA,"spawner",""
"Montipora angulata",988,"Montipora","Acroporidae",-31.46667,10.2670001983643,-15.11663,96,11241.3602225881,22570972.946836,NA,1.3,"branching_closed",20,1,"VU","rare","clear","protected",21700508.35,"pacific","colonial",0.564443926830362,NA,"z","C","",""
"Montipora aspergillus",989,"Montipora","Acroporidae",21.5,21.5,21.5,1,9.50453877449036e-05,0,NA,0.8,"branching_closed",10,1,"DD","uncommon","clear","protected",529607.532,"pacific","colonial",1.62097771716358,NA,"z",NA,"",""
"Montipora australiensis",990,"Montipora","Acroporidae",-24.7988,-6.4,-18.658165,16,4712.34446099335,5631426.85078466,NA,0.1,"columnar",30,2,"VU","rare","clear","exposed",14198145.33,"pacific","colonial",1.81709703271188,NA,"z",NA,"",""
"Montipora cactus",991,"Montipora","Acroporidae",-18.66667,-3.09833,-8.812765,6,3118.96747310838,2266086.27133004,NA,1.2,"encrusting_long_uprights",20,2,"VU","uncommon","turbid","protected",6091593.297,"pacific","colonial",2.90225166888166,NA,"z",NA,"spawner",""
"Montipora calcarea",992,"Montipora","Acroporidae",-21.1,11.5,-12.5130556869507,56,13068.385158155,29112340.8105625,NA,0.9,"digitate",20,0,"VU","uncommon","clear","broad",22910014.11,"pacific","colonial",2.08522903354912,NA,"z",NA,"",""
"Montipora caliculata",993,"Montipora","Acroporidae",-28.7299995422363,25.7736663818359,-14.2124004364014,203,18470.9963830782,69390023.8753882,NA,1,"massive",20,1,"VU","uncommon","both","broad",34940883.72,"pacific","colonial",1.75716129163281,NA,"z","C","",""
"Montipora capitata",994,"Montipora","Acroporidae",-14.5422172546387,28.453649520874,21.9459266662598,383,11908.9436549302,17368617.4226123,NA,1,"encrusting",45,23,"NT","uncommon","turbid","protected",22831663.39,"pacific","colonial",0.895759199865825,25.80875,"z","C","spawner","competitive"
"Montipora capricornis",995,"Montipora","Acroporidae",-31.35416,6.7767,-22.5,17,12833.9145097323,24430855.7546262,NA,1,"digitate",20,2,"VU","uncommon","clear","protected",15328640.34,"pacific","colonial",7.4142215783668,NA,"z","C","spawner",""
"Montipora cebuensis",996,"Montipora","Acroporidae",-10.24743,-1.145,-5.99648,5,5095.67327348107,2360185.3426232,NA,0.8,"laminar",20,2,"VU","uncommon","clear","broad",18933986.04,"pacific","colonial",1.75508218634058,NA,"z",NA,"",""
"Montipora circumvallata",997,"Montipora","Acroporidae",-21.1,12.2335,-10.235,22,3861.84610046756,8099627.64097358,NA,0.6,"digitate",11,2,"LC","uncommon","clear","broad",889895.8651,"pacific","colonial",7.19426336761685,NA,"z",NA,"",""
"Montipora cocosensis",998,"Montipora","Acroporidae",7.21000003814697,10,7.23777711656189,4,321.659592283997,275.915376723488,NA,1.4,"columnar",15,0,"VU","rare","clear","broad",6083099.712,"pacific","colonial",1.99109912964704,NA,"z",NA,"",""
"Montipora confusa",999,"Montipora","Acroporidae",-23.38330078125,13.5200004577637,-5.43,13,11552.0472445228,31643899.2271345,100,0.7,"encrusting",30,1,"NT","uncommon","clear","broad",9912940.327,"pacific","colonial",3.089294305402,NA,"z","C","",""
"Montipora corbettensis",1000,"Montipora","Acroporidae",-20.9273490905762,10.8833303451538,-16.40754223,44,4698.04524110774,6074344.67548314,NA,0.8,"digitate",20,2,"VU","uncommon","clear","broad",21212777.75,"pacific","colonial",2.16448021212482,NA,"z",NA,"",""
"Montipora crassituberculata",1001,"Montipora","Acroporidae",-28.75,11.625,-18.79701473,196,9768.90682332099,29430470.8571498,NA,1.5,"encrusting",20,1,"VU","uncommon","clear","broad",26222151.76,"pacific","colonial",1.82455229649158,NA,"z",NA,"spawner",""
"Montipora cryptus",1002,"Montipora","Acroporidae",-21.1,27.7399997711182,-10.235,22,5894.35581757501,10067136.1985932,NA,0.7,"encrusting",20,0,"NT","common","clear","broad",2605600.917,"pacific","colonial",1.98069150555943,NA,"z",NA,"",""
"Montipora danae",1003,"Montipora","Acroporidae",-31.543,13.5200004577637,-16.638335,286,17654.8537686047,67493191.1023916,NA,1.4,"columnar",50,0,"LC","common","clear","broad",39294159.68,"pacific","colonial",1.80374663388974,NA,"z","C","spawner","generalist"
"Montipora delicatula",1004,"Montipora","Acroporidae",-14.53833,2.825,-2.935,7,5235.14287626646,4305366.23043461,NA,0.6,"laminar",15,2,"VU","uncommon","clear","exposed",8954356.853,"pacific","colonial",4.39148652461344,NA,"z",NA,"",""
"Montipora digitata",1005,"Montipora","Acroporidae",-28.4699993133545,12.93333,-16.0833,201,15380.9322861253,58028018.6551716,NA,0.9,"branching_open",5,0,"LC","common","clear","broad",28306225.45,"pacific","colonial",3.49612734692218,41.494,"z","C","spawner","competitive"
"Montipora dilatata",1006,"Montipora","Acroporidae",21.4599990844727,25.7700004577637,25.4169998168945,3,1497.70379242044,586.00011067756,30,1.2,"digitate",10,1,"EN","common","clear","protected",5151682.13,"pacific","colonial",1.25972066159257,NA,"z",NA,"spawner",""
"Montipora echinata",1007,"Montipora","Acroporidae",21.5,21.5,21.5,1,9.50453877449036e-05,0,NA,0.8,NA,10,1,"DD","uncommon","clear","broad",529607.532,"pacific",NA,1.82616521494119,NA,"z",NA,"",""
"Montipora edwardsi",1008,"Montipora","Acroporidae",8.5,8.5,8.5,1,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"z",NA,"",""
"Montipora efflorescens",1009,"Montipora","Acroporidae",-29.93333,11.625,-16.5568332686059,190,18078.1021339502,56402195.9136797,NA,1.2,"digitate",20,1,"NT","uncommon","clear","exposed",41967750.66,"pacific","colonial",3.38115934779729,NA,"z","C","spawner",""
"Montipora effusa",1010,"Montipora","Acroporidae",-27.46667,6.90999984741211,-12.8733334541321,20,16144.0762316039,32468855.1943383,NA,0.8,"encrusting",20,1,"NT","uncommon","both","broad",17542395.59,"pacific","colonial",2.0058953550458,NA,"z",NA,"",""
"Montipora flabellata",1011,"Montipora","Acroporidae",-5.870399952,28.453649520874,22.0722494125366,114,4201.54367275517,4178141.90195687,50,0.5,"encrusting",10,1,"VU","common","clear","broad",5151682.13,"pacific","colonial",0.208979534305146,NA,"z","C","spawner",""
"Montipora florida",1012,"Montipora","Acroporidae",-9.31515,13.5200004577637,0.67,10,6760.07412577918,8818251.61440086,NA,0.8,"laminar",20,2,"VU","uncommon","turbid","broad",8771396.636,"pacific","colonial",5.50008128532912,NA,"z",NA,"",""
"Montipora floweri",1013,"Montipora","Acroporidae",-29.5,11.6990003585815,-16.6236664581299,86,18473.7417404588,81222046.2522247,NA,0.9,"submassive",35,1,"LC","uncommon","clear","exposed",36165014.22,"pacific","colonial",1.88510785270358,NA,"z",NA,"",""
"Montipora foliosa",1014,"Montipora","Acroporidae",-55.533333,22.6000003814697,-17.264,273,17691.813482652,90373379.9694598,NA,0.9,"laminar",41,0,"NT","common","clear","protected",36561650.97,"pacific","colonial",1.8243553772686,32.5,"z","C","spawner",""
"Montipora foveolata",1015,"Montipora","Acroporidae",-31.533,20.5531997680664,-14.3359498977661,301,18088.8462331415,68112792.4776179,NA,2.9,"encrusting",25,1,"NT","uncommon","both","broad",37918757.18,"pacific","colonial",1.54157216636446,NA,"z",NA,"spawner",""
"Montipora friabilis",1016,"Montipora","Acroporidae",-20.3833332061768,-1.73167,-8.757665,8,11524.0985075644,7135334.9100875,NA,1,"laminar",20,1,"VU","uncommon","turbid","broad",14130814.1,"pacific","colonial",1.56549869255629,NA,"z",NA,"",""
"Montipora gaimardi",1017,"Montipora","Acroporidae",-2.13667,14.4329996109009,1.67413,7,2456.58575432093,518662.467512398,NA,0.8,"encrusting",15,2,"VU","uncommon","clear","broad",2975781.336,"pacific","colonial",0.584726906920558,NA,"z",NA,"",""
"Montipora granulosa",1018,"Montipora","Acroporidae",8.5,11.5,9.21000003814697,3,9435.76205543846,370474.216312654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"z",NA,"",""
"Montipora grisea",1019,"Montipora","Acroporidae",-31.46667,19.3253993988037,-16.473275175,248,18329.7000825196,62776804.3638332,NA,1.2,"encrusting",20,3,"LC","common","clear","exposed",33231554.04,"pacific","colonial",2.00363272080359,NA,"z","C","spawner",""
"Montipora hemispherica",1020,"Montipora","Acroporidae",28.7999992370605,28.7999992370605,28.7999992370605,1,0,0,200,0.9,"digitate",20,1,"DD","uncommon","clear","broad",358683.913,"pacific","colonial",1.76049664113708,NA,"z",NA,"",""
"Montipora hirsuta",1021,"Montipora","Acroporidae",10.2670001983643,10.2670001983643,10.2670001983643,1,0,0,NA,0.5,"branching_open",15,0,"NT","common","clear","broad",9280553.391,"pacific","colonial",1.66767343369862,NA,"z",NA,"",""
"Montipora hispida",1022,"Montipora","Acroporidae",-28.8999996185303,22.6000003814697,-16.7236671447754,265,18329.7000825196,57375359.2485015,NA,1.4,"columnar",30,1,"LC","common","turbid","protected",35372941.14,"pacific","colonial",1.8243553772686,NA,"z","C","spawner",""
"Montipora hodgsoni",1023,"Montipora","Acroporidae",-9.28848,-4.92833,-6.86551,4,4912.66019240983,1161700.70121519,NA,0.6,"laminar",20,1,"VU","uncommon","clear","protected",9770947.634,"pacific","colonial",1.84741837000339,NA,"z",NA,"",""
"Montipora hoffmeisteri",1024,"Montipora","Acroporidae",-28.6350002288818,19.3204593658447,-16.6186664581299,176,10412.6961425158,28720640.821396,NA,1.1,"encrusting",40,2,"LC","common","both","broad",35217170.07,"pacific","colonial",0.831847427057648,NA,"z",NA,"spawner",""
